season,round,race_name,circuit_id,race_date,driver_id,driver_code,constructor_id,finish_position,grid_position,status,points
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,rosberg,ROS,mercedes,9,7,+1 Lap,2.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,alguersuari,ALG,toro_rosso,10,16,+1 Lap,1.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,kobayashi,KOB,sauber,11,13,+1 Lap,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,petrov,PET,renault,12,12,+1 Lap,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,barrichello,BAR,williams,13,15,+2 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,sutil,SUT,force_india,14,8,+2 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,perez,PER,sauber,15,10,+2 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,maldonado,MAL,williams,16,17,+2 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,glock,GLO,virgin,17,20,+4 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,ricciardo,RIC,hrt,18,22,+4 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,ambrosio,DAM,virgin,19,24,+5 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,liuzzi,LIU,hrt,20,21,+5 Laps,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,kovalainen,KOV,lotus_racing,21,18,Water leak,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,michael_schumacher,MSC,mercedes,22,9,Gearbox,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,heidfeld,HEI,renault,23,14,Heat shield fire,0.0
2011,11,Hungarian Grand Prix,hungaroring,2011-07-31,trulli,TRU,lotus_racing,24,19,Oil leak,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,vettel,VET,red_bull,1,1,Finished,25.0
2011,12,Belgian Grand Prix,spa,2011-08-28,webber,WEB,red_bull,2,3,Finished,18.0
2011,12,Belgian Grand Prix,spa,2011-08-28,button,BUT,mclaren,3,13,Finished,15.0
2011,12,Belgian Grand Prix,spa,2011-08-28,alonso,ALO,ferrari,4,8,Finished,12.0
2011,12,Belgian Grand Prix,spa,2011-08-28,michael_schumacher,MSC,mercedes,5,24,Finished,10.0
2011,12,Belgian Grand Prix,spa,2011-08-28,rosberg,ROS,mercedes,6,5,Finished,8.0
2011,12,Belgian Grand Prix,spa,2011-08-28,sutil,SUT,force_india,7,15,Finished,6.0
2011,12,Belgian Grand Prix,spa,2011-08-28,massa,MAS,ferrari,8,4,Finished,4.0
2011,12,Belgian Grand Prix,spa,2011-08-28,petrov,PET,renault,9,10,Finished,2.0
2011,12,Belgian Grand Prix,spa,2011-08-28,maldonado,MAL,williams,10,21,Finished,1.0
2011,12,Belgian Grand Prix,spa,2011-08-28,resta,DIR,force_india,11,17,Finished,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,kobayashi,KOB,sauber,12,12,Finished,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,bruno_senna,SEN,renault,13,7,Finished,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,trulli,TRU,lotus_racing,14,18,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,kovalainen,KOV,lotus_racing,15,16,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,barrichello,BAR,williams,16,14,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,ambrosio,DAM,virgin,17,20,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,glock,GLO,virgin,18,19,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,liuzzi,LIU,hrt,19,22,+1 Lap,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,perez,PER,sauber,20,9,Suspension,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,ricciardo,RIC,hrt,21,23,Engine,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,hamilton,HAM,mclaren,22,2,Collision,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,buemi,BUE,toro_rosso,23,11,Rear wing,0.0
2011,12,Belgian Grand Prix,spa,2011-08-28,alguersuari,ALG,toro_rosso,24,6,Collision,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,vettel,VET,red_bull,1,1,Finished,25.0
2011,13,Italian Grand Prix,monza,2011-09-11,button,BUT,mclaren,2,3,Finished,18.0
2011,13,Italian Grand Prix,monza,2011-09-11,alonso,ALO,ferrari,3,4,Finished,15.0
2011,13,Italian Grand Prix,monza,2011-09-11,hamilton,HAM,mclaren,4,2,Finished,12.0
2011,13,Italian Grand Prix,monza,2011-09-11,michael_schumacher,MSC,mercedes,5,8,Finished,10.0
2011,13,Italian Grand Prix,monza,2011-09-11,massa,MAS,ferrari,6,6,Finished,8.0
2011,13,Italian Grand Prix,monza,2011-09-11,alguersuari,ALG,toro_rosso,7,18,+1 Lap,6.0
2011,13,Italian Grand Prix,monza,2011-09-11,resta,DIR,force_india,8,11,+1 Lap,4.0
2011,13,Italian Grand Prix,monza,2011-09-11,bruno_senna,SEN,renault,9,10,+1 Lap,2.0
2011,13,Italian Grand Prix,monza,2011-09-11,buemi,BUE,toro_rosso,10,16,+1 Lap,1.0
2011,13,Italian Grand Prix,monza,2011-09-11,maldonado,MAL,williams,11,14,+1 Lap,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,barrichello,BAR,williams,12,13,+1 Lap,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,kovalainen,KOV,lotus_racing,13,20,+2 Laps,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,trulli,TRU,lotus_racing,14,19,+2 Laps,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,glock,GLO,virgin,15,21,+2 Laps,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,ricciardo,RIC,hrt,16,23,+14 Laps,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,perez,PER,sauber,17,15,Gearbox,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,kobayashi,KOB,sauber,18,17,Gearbox,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,sutil,SUT,force_india,19,12,Hydraulics,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,webber,WEB,red_bull,20,5,Accident,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,ambrosio,DAM,virgin,21,22,Gearbox,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,petrov,PET,renault,22,7,Collision,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,rosberg,ROS,mercedes,23,9,Collision,0.0
2011,13,Italian Grand Prix,monza,2011-09-11,liuzzi,LIU,hrt,24,24,Collision,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,vettel,VET,red_bull,1,1,Finished,25.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,button,BUT,mclaren,2,3,Finished,18.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,webber,WEB,red_bull,3,2,Finished,15.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,alonso,ALO,ferrari,4,5,Finished,12.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,hamilton,HAM,mclaren,5,4,Finished,10.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,resta,DIR,force_india,6,10,Finished,8.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,rosberg,ROS,mercedes,7,7,+1 Lap,6.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,sutil,SUT,force_india,8,9,+1 Lap,4.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,massa,MAS,ferrari,9,6,+1 Lap,2.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,perez,PER,sauber,10,11,+1 Lap,1.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,maldonado,MAL,williams,11,13,+1 Lap,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,buemi,BUE,toro_rosso,12,14,+1 Lap,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,barrichello,BAR,williams,13,12,+1 Lap,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,kobayashi,KOB,sauber,14,17,+2 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,bruno_senna,SEN,renault,15,15,+2 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,kovalainen,KOV,lotus_racing,16,19,+2 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,petrov,PET,renault,17,18,+2 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,ambrosio,DAM,virgin,18,22,+2 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,ricciardo,RIC,hrt,19,23,+4 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,liuzzi,LIU,hrt,20,24,+4 Laps,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,alguersuari,ALG,toro_rosso,21,16,Accident,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,trulli,TRU,lotus_racing,22,20,Gearbox,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,michael_schumacher,MSC,mercedes,23,8,Accident,0.0
2011,14,Singapore Grand Prix,marina_bay,2011-09-25,glock,GLO,virgin,24,21,Accident,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,button,BUT,mclaren,1,2,Finished,25.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,alonso,ALO,ferrari,2,5,Finished,18.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,vettel,VET,red_bull,3,1,Finished,15.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,webber,WEB,red_bull,4,6,Finished,12.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,hamilton,HAM,mclaren,5,3,Finished,10.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,michael_schumacher,MSC,mercedes,6,8,Finished,8.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,massa,MAS,ferrari,7,4,Finished,6.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,perez,PER,sauber,8,17,Finished,4.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,petrov,PET,renault,9,10,Finished,2.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,rosberg,ROS,mercedes,10,23,Finished,1.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,sutil,SUT,force_india,11,11,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,resta,DIR,force_india,12,12,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,kobayashi,KOB,sauber,13,7,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,maldonado,MAL,williams,14,14,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,alguersuari,ALG,toro_rosso,15,16,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,bruno_senna,SEN,renault,16,9,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,barrichello,BAR,williams,17,13,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,kovalainen,KOV,lotus_racing,18,18,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,trulli,TRU,lotus_racing,19,19,Finished,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,glock,GLO,virgin,20,21,+2 Laps,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,ambrosio,DAM,virgin,21,20,+2 Laps,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,ricciardo,RIC,hrt,22,22,+2 Laps,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,liuzzi,LIU,hrt,23,24,+3 Laps,0.0
2011,15,Japanese Grand Prix,suzuka,2011-10-09,buemi,BUE,toro_rosso,24,15,Wheel,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,vettel,VET,red_bull,1,2,Finished,25.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,hamilton,HAM,mclaren,2,1,Finished,18.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,webber,WEB,red_bull,3,4,Finished,15.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,button,BUT,mclaren,4,3,Finished,12.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,alonso,ALO,ferrari,5,6,Finished,10.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,massa,MAS,ferrari,6,5,Finished,8.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,alguersuari,ALG,toro_rosso,7,11,Finished,6.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,rosberg,ROS,mercedes,8,7,Finished,4.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,buemi,BUE,toro_rosso,9,13,Finished,2.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,resta,DIR,force_india,10,9,Finished,1.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,sutil,SUT,force_india,11,10,Finished,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,barrichello,BAR,williams,12,18,Finished,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,bruno_senna,SEN,renault,13,15,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,kovalainen,KOV,lotus_racing,14,19,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,kobayashi,KOB,sauber,15,14,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,perez,PER,sauber,16,17,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,trulli,TRU,lotus_racing,17,20,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,glock,GLO,virgin,18,21,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,ricciardo,RIC,hrt,19,24,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,ambrosio,DAM,virgin,20,22,+1 Lap,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,liuzzi,LIU,hrt,21,23,+3 Laps,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,maldonado,MAL,williams,22,16,Clutch,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,petrov,PET,renault,23,8,Collision,0.0
2011,16,Korean Grand Prix,yeongam,2011-10-16,michael_schumacher,MSC,mercedes,24,12,Collision,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,vettel,VET,red_bull,1,1,Finished,25.0
2011,17,Indian Grand Prix,buddh,2011-10-30,button,BUT,mclaren,2,4,Finished,18.0
2011,17,Indian Grand Prix,buddh,2011-10-30,alonso,ALO,ferrari,3,3,Finished,15.0
2011,17,Indian Grand Prix,buddh,2011-10-30,webber,WEB,red_bull,4,2,Finished,12.0
2011,17,Indian Grand Prix,buddh,2011-10-30,michael_schumacher,MSC,mercedes,5,11,Finished,10.0
2011,17,Indian Grand Prix,buddh,2011-10-30,rosberg,ROS,mercedes,6,7,Finished,8.0
2011,17,Indian Grand Prix,buddh,2011-10-30,hamilton,HAM,mclaren,7,5,Finished,6.0
2011,17,Indian Grand Prix,buddh,2011-10-30,alguersuari,ALG,toro_rosso,8,10,+1 Lap,4.0
2011,17,Indian Grand Prix,buddh,2011-10-30,sutil,SUT,force_india,9,8,+1 Lap,2.0
2011,17,Indian Grand Prix,buddh,2011-10-30,perez,PER,sauber,10,20,+1 Lap,1.0
2011,17,Indian Grand Prix,buddh,2011-10-30,petrov,PET,renault,11,16,+1 Lap,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,bruno_senna,SEN,renault,12,14,+1 Lap,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,resta,DIR,force_india,13,12,+1 Lap,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,kovalainen,KOV,lotus_racing,14,18,+2 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,barrichello,BAR,williams,15,15,+2 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,ambrosio,DAM,virgin,16,21,+3 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,karthikeyan,KAR,hrt,17,24,+3 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,ricciardo,RIC,hrt,18,23,+3 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,trulli,TRU,lotus_racing,19,19,+5 Laps,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,massa,MAS,ferrari,20,6,Suspension,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,buemi,BUE,toro_rosso,21,9,Engine,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,maldonado,MAL,williams,22,13,Gearbox,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,glock,GLO,virgin,23,22,Collision,0.0
2011,17,Indian Grand Prix,buddh,2011-10-30,kobayashi,KOB,sauber,24,17,Collision,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,hamilton,HAM,mclaren,1,2,Finished,25.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,alonso,ALO,ferrari,2,5,Finished,18.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,button,BUT,mclaren,3,3,Finished,15.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,webber,WEB,red_bull,4,4,Finished,12.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,massa,MAS,ferrari,5,6,Finished,10.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,rosberg,ROS,mercedes,6,7,Finished,8.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,michael_schumacher,MSC,mercedes,7,8,Finished,6.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,sutil,SUT,force_india,8,9,Finished,4.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,resta,DIR,force_india,9,10,Finished,2.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,kobayashi,KOB,sauber,10,16,+1 Lap,1.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,perez,PER,sauber,11,11,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,barrichello,BAR,williams,12,24,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,petrov,PET,renault,13,12,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,maldonado,MAL,williams,14,23,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,alguersuari,ALG,toro_rosso,15,15,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,bruno_senna,SEN,renault,16,14,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,kovalainen,KOV,lotus_racing,17,17,+1 Lap,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,trulli,TRU,lotus_racing,18,18,+2 Laps,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,glock,GLO,virgin,19,19,+2 Laps,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,liuzzi,LIU,hrt,20,22,+2 Laps,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,ricciardo,RIC,hrt,21,20,Mechanical,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,buemi,BUE,toro_rosso,22,13,Hydraulics,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,ambrosio,DAM,virgin,23,21,Brakes,0.0
2011,18,Abu Dhabi Grand Prix,yas_marina,2011-11-13,vettel,VET,red_bull,24,1,Puncture,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,webber,WEB,red_bull,1,2,Finished,25.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,vettel,VET,red_bull,2,1,Finished,18.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,button,BUT,mclaren,3,3,Finished,15.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,alonso,ALO,ferrari,4,5,Finished,12.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,massa,MAS,ferrari,5,7,Finished,10.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,sutil,SUT,force_india,6,8,+1 Lap,8.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,rosberg,ROS,mercedes,7,6,+1 Lap,6.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,resta,DIR,force_india,8,11,+1 Lap,4.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,kobayashi,KOB,sauber,9,16,+1 Lap,2.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,petrov,PET,renault,10,15,+1 Lap,1.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,alguersuari,ALG,toro_rosso,11,13,+1 Lap,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,buemi,BUE,toro_rosso,12,14,+1 Lap,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,perez,PER,sauber,13,17,+1 Lap,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,barrichello,BAR,williams,14,12,+1 Lap,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,michael_schumacher,MSC,mercedes,15,10,+1 Lap,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,kovalainen,KOV,lotus_racing,16,19,+2 Laps,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,bruno_senna,SEN,renault,17,9,+2 Laps,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,trulli,TRU,lotus_racing,18,20,+2 Laps,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,ambrosio,DAM,virgin,19,23,+3 Laps,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,ricciardo,RIC,hrt,20,22,+3 Laps,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,liuzzi,LIU,hrt,21,21,Retired,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,hamilton,HAM,mclaren,22,4,Gearbox,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,maldonado,MAL,williams,23,18,Retired,0.0
2011,19,Brazilian Grand Prix,interlagos,2011-11-27,glock,GLO,virgin,24,24,Retired,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,button,BUT,mclaren,1,2,Finished,25.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,vettel,VET,red_bull,2,6,Finished,18.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,hamilton,HAM,mclaren,3,1,Finished,15.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,webber,WEB,red_bull,4,5,Finished,12.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,alonso,ALO,ferrari,5,12,Finished,10.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,kobayashi,KOB,sauber,6,13,Finished,8.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,raikkonen,RAI,lotus_f1,7,17,Finished,6.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,perez,PER,sauber,8,22,Finished,4.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,ricciardo,RIC,toro_rosso,9,10,Finished,2.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,resta,DIR,force_india,10,15,Finished,1.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,vergne,VER,toro_rosso,11,11,Finished,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,rosberg,ROS,mercedes,12,7,Finished,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,maldonado,MAL,williams,13,8,Accident,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,glock,GLO,marussia,14,20,+1 Lap,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,pic,PIC,marussia,15,21,+5 Laps,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,bruno_senna,SEN,williams,16,14,Collision,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,massa,MAS,ferrari,17,16,Collision,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,kovalainen,KOV,caterham,18,18,Suspension,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,petrov,PET,caterham,19,19,Steering,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,michael_schumacher,MSC,mercedes,20,4,Gearbox,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,grosjean,GRO,lotus_f1,21,3,Collision,0.0
2012,1,Australian Grand Prix,albert_park,2012-03-18,hulkenberg,HUL,force_india,22,9,Collision,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,alonso,ALO,ferrari,1,8,Finished,25.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,perez,PER,sauber,2,9,Finished,18.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,hamilton,HAM,mclaren,3,1,Finished,15.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,webber,WEB,red_bull,4,4,Finished,12.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,raikkonen,RAI,lotus_f1,5,10,Finished,10.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,bruno_senna,SEN,williams,6,13,Finished,8.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,resta,DIR,force_india,7,14,Finished,6.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,vergne,VER,toro_rosso,8,18,Finished,4.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,hulkenberg,HUL,force_india,9,16,Finished,2.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,michael_schumacher,MSC,mercedes,10,3,Finished,1.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,vettel,VET,red_bull,11,5,Finished,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,ricciardo,RIC,toro_rosso,12,15,Finished,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,rosberg,ROS,mercedes,13,7,Finished,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,button,BUT,mclaren,14,2,Finished,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,massa,MAS,ferrari,15,12,Finished,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,petrov,PET,caterham,16,19,+1 Lap,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,glock,GLO,marussia,17,20,+1 Lap,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,kovalainen,KOV,caterham,18,24,+1 Lap,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,maldonado,MAL,williams,19,11,Engine,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,pic,PIC,marussia,20,21,+2 Laps,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,karthikeyan,KAR,hrt,21,23,+2 Laps,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,rosa,DLR,hrt,22,22,+2 Laps,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,kobayashi,KOB,sauber,23,17,Retired,0.0
2012,2,Malaysian Grand Prix,sepang,2012-03-25,grosjean,GRO,lotus_f1,24,6,Collision,0.0
2012,3,Chinese Grand Prix,shanghai,2012-04-15,rosberg,ROS,mercedes,1,1,Finished,25.0
