season,round,driver_id,quali_position
2023,1,zhou,13
2023,1,tsunoda,14
2023,1,albon,15
2023,1,sargeant,16
2023,1,kevin_magnussen,17
2023,1,piastri,18
2023,1,de_vries,19
2023,1,gasly,20
2023,2,perez,1
2023,2,leclerc,2
2023,2,alonso,3
2023,2,russell,4
2023,2,sainz,5
2023,2,stroll,6
2023,2,ocon,7
2023,2,hamilton,8
2023,2,piastri,9
2023,2,gasly,10
2023,2,hulkenberg,11
2023,2,zhou,12
2023,2,kevin_magnussen,13
2023,2,bottas,14
2023,2,max_verstappen,15
2023,2,tsunoda,16
2023,2,albon,17
2023,2,de_vries,18
2023,2,norris,19
2023,2,sargeant,20
2023,3,max_verstappen,1
2023,3,russell,2
2023,3,hamilton,3
2023,3,alonso,4
2023,3,sainz,5
2023,3,stroll,6
2023,3,leclerc,7
2023,3,albon,8
2023,3,gasly,9
2023,3,hulkenberg,10
2023,3,ocon,11
2023,3,tsunoda,12
2023,3,norris,13
2023,3,kevin_magnussen,14
2023,3,de_vries,15
2023,3,piastri,16
2023,3,zhou,17
2023,3,sargeant,18
2023,3,bottas,19
2023,3,perez,20
2023,4,leclerc,1
2023,4,max_verstappen,2
2023,4,perez,3
2023,4,sainz,4
2023,4,hamilton,5
2023,4,alonso,6
2023,4,norris,7
2023,4,tsunoda,8
2023,4,stroll,9
2023,4,piastri,10
2023,4,russell,11
2023,4,ocon,12
2023,4,albon,13
2023,4,bottas,14
2023,4,sargeant,15
2023,4,zhou,16
2023,4,hulkenberg,17
2023,4,kevin_magnussen,18
2023,4,gasly,19
2023,4,de_vries,20
2023,5,perez,1
2023,5,alonso,2
2023,5,sainz,3
2023,5,kevin_magnussen,4
2023,5,gasly,5
2023,5,russell,6
2023,5,leclerc,7
2023,5,ocon,8
2023,5,max_verstappen,9
2023,5,bottas,10
2023,5,albon,11
2023,5,hulkenberg,12
2023,5,hamilton,13
2023,5,zhou,14
2023,5,de_vries,15
2023,5,norris,16
2023,5,tsunoda,17
2023,5,stroll,18
2023,5,piastri,19
2023,5,sargeant,20
2024,1,max_verstappen,1
2024,1,leclerc,2
2024,1,russell,3
2024,1,sainz,4
2024,1,perez,5
2024,1,alonso,6
2024,1,norris,7
2024,1,piastri,8
2024,1,hamilton,9
2024,1,hulkenberg,10
2024,1,tsunoda,11
2024,1,stroll,12
2024,1,albon,13
2024,1,ricciardo,14
2024,1,kevin_magnussen,15
2024,1,bottas,16
2024,1,zhou,17
2024,1,sargeant,18
2024,1,ocon,19
2024,1,gasly,20
2024,2,max_verstappen,1
2024,2,leclerc,2
2024,2,perez,3
2024,2,alonso,4
2024,2,piastri,5
2024,2,norris,6
2024,2,russell,7
2024,2,hamilton,8
2024,2,tsunoda,9
2024,2,stroll,10
2024,2,bearman,11
2024,2,albon,12
2024,2,kevin_magnussen,13
2024,2,ricciardo,14
2024,2,hulkenberg,15
2024,2,bottas,16
2024,2,ocon,17
2024,2,gasly,18
2024,2,sargeant,19
2024,2,zhou,20
2024,3,max_verstappen,1
2024,3,sainz,2
2024,3,perez,3
2024,3,norris,4
2024,3,leclerc,5
2024,3,piastri,6
2024,3,russell,7
2024,3,tsunoda,8
2024,3,stroll,9
2024,3,alonso,10
2024,3,hamilton,11
2024,3,albon,12
2024,3,bottas,13
2024,3,kevin_magnussen,14
2024,3,ocon,15
2024,3,hulkenberg,16
2024,3,gasly,17
2024,3,ricciardo,18
2024,3,zhou,19
2024,4,max_verstappen,1
2024,4,perez,2
2024,4,norris,3
2024,4,sainz,4
2024,4,alonso,5
2024,4,piastri,6
2024,4,hamilton,7
2024,4,leclerc,8
2024,4,russell,9
2024,4,tsunoda,10
2024,4,ricciardo,11
2024,4,hulkenberg,12
2024,4,bottas,13
2024,4,albon,14
2024,4,ocon,15
2024,4,stroll,16
2024,4,gasly,17
2024,4,kevin_magnussen,18
2024,4,sargeant,19
2024,4,zhou,20
2024,5,max_verstappen,1
2024,5,perez,2
2024,5,alonso,3
2024,5,norris,4
2024,5,piastri,5
2024,5,leclerc,6
2024,5,sainz,7
2024,5,russell,8
2024,5,hulkenberg,9
2024,5,bottas,10
2024,5,stroll,11
2024,5,ricciardo,12
2024,5,ocon,13
2024,5,albon,14
2024,5,gasly,15
2024,5,zhou,16
2024,5,kevin_magnussen,17
2024,5,hamilton,18
2024,5,tsunoda,19
2024,5,sargeant,20
2024,6,max_verstappen,1
